HH_ID,Roll_ID,Roll_Type,Timestamp,TimeSinceLastPull,Total Sheets,Number of Pulls
A,1202,Small,10/10/2019 0:16,10881,11.57570145,5
A,1202,Small,10/10/2019 1:19,3674,4.607878223,3
D,2043,Small,10/10/2019 4:20,23582,6.282853015,4
A,1202,Small,10/10/2019 6:31,18714,6.715502034,1
A,1202,Small,10/10/2019 6:36,321,8.95501453,4
D,2043,Small,10/10/2019 6:41,8438,13.06177921,2
D,2043,Small,10/10/2019 6:42,51,14.18107856,1
D,2043,Small,10/10/2019 7:01,1159,0.692458892,1
C,1710,Small,10/10/2019 7:51,34368,5.231745872,2
C,1710,Small,10/10/2019 10:42,10247,5.297119148,2
A,1202,Small,10/10/2019 11:06,16175,8.439591453,1
A,1202,Small,10/10/2019 11:16,565,1.248926794,1
A,1202,Small,10/10/2019 11:20,294,3.421798821,1
A,1202,Small,10/10/2019 11:28,479,2.344463059,1
C,1710,Small,10/10/2019 15:19,16606,2.04524389,1
C,1710,Small,10/10/2019 15:32,821,4.573245478,1
A,1202,Small,10/10/2019 17:24,21343,13.69356568,2
C,1710,Small,10/10/2019 18:16,9796,4.115341568,1
A,1202,Small,10/10/2019 19:00,5750,5.81425221,1
A,1202,Small,10/10/2019 20:01,3621,6.916183549,1
D,2043,Small,10/10/2019 20:16,47705,2.458335408,2
A,1202,Small,10/10/2019 20:35,2044,7.620598441,1
C,1710,Small,10/10/2019 21:23,11217,4.200224228,2
C,1710,Small,10/11/2019 4:14,24699,4.10417803,1
A,1202,Small,10/11/2019 5:26,31866,9.6691866,3
A,1202,Small,10/11/2019 6:19,3184,7.898558627,1
A,1202,Small,10/11/2019 7:00,2437,-0.066306976,1
C,1710,Small,10/11/2019 8:14,14393,5.486419361,1
C,1710,Small,10/11/2019 11:16,10884,3.236726802,1
C,1710,Small,10/11/2019 11:35,1176,5.194779086,1
C,1710,Small,10/11/2019 12:49,4423,7.963113932,2
C,1710,Small,10/11/2019 14:41,6690,5.769306669,1
C,1710,Small,10/11/2019 15:01,1193,-0.276608377,7
C,1710,Small,10/11/2019 15:35,2008,5.489046868,1
C,1710,Small,10/11/2019 16:02,1630,8.480148273,3
B,1368,Small,10/11/2019 16:12,6075,7.867563414,3
B,1368,Small,10/11/2019 16:13,75,6.397755712,2
C,1710,Small,10/11/2019 16:50,2902,3.901657112,2
B,1368,Small,10/11/2019 17:40,5202,1.958851592,2
A,1202,Small,10/11/2019 18:08,40090,5.988212954,2
B,1368,Small,10/11/2019 18:27,2796,1.201611955,1
B,1368,Small,10/11/2019 18:40,808,4.631046705,2
C,-1282,Small,10/12/2019 1:12,34637,4.682854791,1
A,1203,Small,10/12/2019 6:17,34871,10.76515861,2
C,-1282,Small,10/12/2019 10:36,33833,6.401582387,1
A,1203,Small,10/12/2019 10:45,16056,6.149794614,1
A,1203,Small,10/12/2019 12:23,5865,3.961599296,1
A,1203,Small,10/12/2019 13:07,2678,5.889561029,1
C,-1282,Small,10/12/2019 13:27,10264,4.125261348,1
C,-1282,Small,10/12/2019 13:35,489,5.821978357,1
A,1203,Small,10/12/2019 15:35,8840,5.528920734,2
C,-1282,Small,10/12/2019 16:13,9491,6.694381802,1
B,1368,Small,10/12/2019 18:14,84812,13.36295994,4
C,-1282,Small,10/12/2019 20:03,13825,7.534519727,1
A,1203,Small,10/12/2019 20:20,17140,5.324714097,1
A,1203,Small,10/12/2019 20:30,593,4.979289453,1
B,1368,Small,10/12/2019 21:27,11522,8.194371103,2
B,1368,Small,10/12/2019 21:28,57,3.834271469,1
A,1203,Small,10/12/2019 21:47,4609,7.772384551,2
A,1203,Small,10/12/2019 21:52,282,8.070811672,2
A,1203,Small,10/12/2019 21:55,172,3.775743318,1
A,1203,Small,10/13/2019 6:28,30779,6.774654242,1
A,1203,Small,10/13/2019 7:44,4562,4.234314215,1
A,1203,Small,10/13/2019 8:20,2184,9.812884244,3
C,-1282,Small,10/13/2019 9:01,46675,3.957263877,1
C,-1282,Small,10/13/2019 9:03,79,5.883057901,3
A,1203,Small,10/13/2019 9:49,5334,4.099916238,1
B,1368,Small,10/13/2019 10:08,45642,4.084441963,1
A,1203,Small,10/13/2019 10:14,1454,2.623847025,1
B,1368,Small,10/13/2019 10:18,570,6.13013549,2
A,1203,Small,10/13/2019 11:53,5977,5.197669988,2
A,1203,Small,10/13/2019 12:35,2491,5.258390944,1
C,-1282,Small,10/13/2019 12:42,13158,8.041097131,1
C,-1282,Small,10/13/2019 12:43,53,6.608057113,1
A,1203,Small,10/13/2019 14:33,7120,6.192499234,1
B,1368,Small,10/13/2019 15:50,19958,12.4221741,2
C,-1282,Small,10/13/2019 16:17,12830,7.243279727,1
A,1203,Small,10/13/2019 16:46,7980,7.446336557,1
C,-1282,Small,10/13/2019 21:22,18323,4.865901582,1
C,-1282,Small,10/13/2019 21:23,79,6.225514699,1
A,1203,Small,10/13/2019 22:19,19986,5.849017274,1
A,1203,Small,10/13/2019 22:21,99,3.606862337,1
A,1203,Small,10/13/2019 23:05,2664,2.621187578,1
B,1368,Small,10/14/2019 0:20,30566,17.79256917,3
A,1203,Small,10/14/2019 0:45,5977,8.205911063,3
C,-1282,Small,10/14/2019 6:21,32281,6.699426309,3
A,1203,Small,10/14/2019 8:44,28728,2.077075536,1
A,1203,Small,10/14/2019 10:27,6170,5.811699573,2
A,1203,Small,10/14/2019 10:29,130,5.259875489,1
A,1203,Small,10/14/2019 10:32,180,3.747613701,1
A,1203,Small,10/14/2019 10:48,945,2.724854356,1
C,-1282,Small,10/14/2019 10:48,16000,11.62793325,2
B,1368,Small,10/14/2019 12:47,44768,5.889111393,2
A,1203,Small,10/14/2019 14:00,11510,6.645209725,2
C,-1282,Small,10/14/2019 17:12,22997,6.566304029,2
C,-1282,Small,10/14/2019 17:35,1368,2.386974593,1
A,1203,Small,10/14/2019 19:37,20237,9.769348377,2
B,1368,Small,10/14/2019 20:05,26310,10.89692348,2
B,1368,Small,10/14/2019 20:06,44,8.105912717,4
A,1203,Small,10/14/2019 20:08,1836,1.322086983,1
A,1203,Small,10/14/2019 20:54,2794,6.01064601,1
C,-1282,Small,10/14/2019 21:23,13692,6.689746902,1
A,1203,Small,10/14/2019 23:16,8534,6.053341711,1
C,-1282,Small,10/15/2019 2:50,19656,11.7935635,4
A,1203,Small,10/15/2019 6:21,25486,3.630907899,1
A,1203,Small,10/15/2019 6:23,130,4.593104947,1
A,1203,Small,10/15/2019 6:56,1976,3.675271069,2
C,-1282,Small,10/15/2019 10:13,26548,5.640091535,1
C,-1282,Small,10/15/2019 13:12,10718,4.328376456,1
C,-1282,Small,10/15/2019 13:13,88,2.938515374,1
B,1368,Small,10/15/2019 16:10,72185,9.892615172,1
C,-1282,Small,10/15/2019 18:10,17814,4.362751406,1
C,-1282,Small,10/15/2019 20:14,7404,1.560576693,2
C,-1282,Small,10/15/2019 21:13,3546,5.863449381,1
C,-1282,Small,10/16/2019 3:19,21980,6.215469029,1
A,1203,Small,10/16/2019 5:10,80022,2.083078838,1
A,1203,Small,10/16/2019 5:18,479,3.570220541,1
A,1203,Small,10/16/2019 6:21,3791,2.98224557,1
C,-1282,Small,10/16/2019 8:06,17218,7.097744138,2
A,1203,Small,10/16/2019 8:07,6373,3.532143976,2
A,1203,Small,10/16/2019 11:39,12719,5.373523227,1
A,1203,Small,10/16/2019 11:40,32,3.514435624,2
C,-1282,Small,10/16/2019 12:31,15867,5.842973114,1
C,-1282,Small,10/16/2019 15:25,10448,5.939653115,1
C,-1282,Small,10/16/2019 15:26,46,5.499699588,2
B,1368,Small,10/16/2019 15:50,85187,9.823423724,3
A,1203,Small,10/16/2019 17:57,22620,10.23166548,2
A,1203,Small,10/16/2019 18:01,205,9.446346001,3
C,-1282,Small,10/16/2019 18:56,12596,4.771157006,1
A,1203,Small,10/16/2019 20:32,9075,4.861702628,2
C,-1282,Small,10/16/2019 21:16,8447,4.582082647,1
C,-1282,Small,10/16/2019 21:26,599,3.803574282,1
C,-1282,Small,10/16/2019 21:27,50,6.0766029,1
B,1368,Small,10/16/2019 22:43,24758,16.39227189,3
A,1203,Small,10/17/2019 5:25,31949,4.395086194,1
C,-1282,Small,10/17/2019 7:56,37736,5.067475111,1
A,1203,Small,10/17/2019 10:35,18618,6.031459087,2
C,-1282,Small,10/17/2019 11:16,11978,3.654110809,1
B,1368,Small,10/17/2019 12:02,47936,9.379894058,4
C,-1282,Small,10/17/2019 14:11,10524,4.319423144,1
C,-1282,Small,10/17/2019 14:12,36,6.438402749,1
A,1203,Small,10/17/2019 14:18,13368,2.43144789,2
A,1203,Small,10/17/2019 15:26,4063,0.349943815,2
B,1368,Small,10/17/2019 15:57,14064,4.026439977,2
B,1368,Small,10/17/2019 15:58,86,12.70001939,4
B,1368,Small,10/17/2019 17:30,5454,9.662906425,4
B,1368,Small,10/17/2019 17:31,41,1.699418971,1
B,1368,Small,10/17/2019 18:14,2619,3.605637659,2
B,1368,Small,10/17/2019 18:16,78,3.279238751,1
A,1209,Small,10/17/2019 19:51,8984,1.778256228,2
C,-1282,Small,10/17/2019 21:07,24890,4.515559564,1
C,-1282,Small,10/18/2019 7:17,36617,6.314293303,3
C,-1282,Small,10/18/2019 9:52,9313,4.320699255,1
A,1209,Small,10/18/2019 11:57,57932,0.161311005,1
C,-1282,Small,10/18/2019 12:41,10092,1.667495449,2
B,1368,Small,10/18/2019 12:46,66634,8.910261246,3
A,1209,Small,10/18/2019 13:31,5662,6.098928316,2
A,1209,Small,10/18/2019 13:32,46,3.0268908,1
A,1209,Small,10/18/2019 13:34,120,3.328002463,1
A,1209,Small,10/18/2019 13:36,97,2.365889203,1
A,1209,Small,10/18/2019 13:38,121,2.356509692,1
B,1368,Small,10/18/2019 14:14,5254,5.022996212,2
C,-1282,Small,10/18/2019 14:25,6281,6.432951121,2
C,-1282,Small,10/18/2019 17:30,11071,5.710077932,1
C,-1282,Small,10/18/2019 19:33,7396,6.069726664,1
C,-1282,Small,10/18/2019 20:10,2185,6.075313099,1
A,1209,Small,10/18/2019 20:29,24645,6.858319069,1
A,1209,Small,10/18/2019 20:54,1493,7.695580611,1
A,1209,Small,10/18/2019 21:13,1174,5.62763488,1
B,1368,Small,10/18/2019 23:14,32364,10.20642033,4
A,1209,Small,10/18/2019 23:48,9281,2.26521578,3
C,-1282,Small,10/19/2019 1:26,18983,5.662172635,2
A,1209,Small,10/19/2019 5:49,21636,6.292705184,1
A,1209,Small,10/19/2019 5:50,63,12.21933421,4
A,1209,Small,10/19/2019 5:50,41,4.056236647,1
A,1209,Small,10/19/2019 6:45,3261,5.30989872,1
A,1209,Small,10/19/2019 6:55,610,7.084870201,2
A,1209,Small,10/19/2019 7:11,933,18.06814305,4
A,1209,Small,10/19/2019 7:25,806,11.3409202,2
A,1209,Small,10/19/2019 7:26,48,1.970073821,1
A,1209,Small,10/19/2019 7:27,49,3.522496509,1
A,1209,Small,10/19/2019 8:23,3354,2.8477132,1
A,1209,Small,10/19/2019 8:30,469,2.827536829,1
A,1209,Small,10/19/2019 8:32,69,3.8232164,1
A,1209,Small,10/19/2019 8:32,42,7.409543777,3
C,-1293,Small,10/19/2019 8:42,15422,2.921231564,1
C,-1293,Small,10/19/2019 9:29,2801,5.481030784,1
C,-1293,Small,10/19/2019 9:30,64,15.52863551,3
C,-1293,Small,10/19/2019 9:32,66,8.231330214,2
C,-1293,Small,10/19/2019 10:02,1799,5.5243101,2
C,-1293,Small,10/19/2019 10:15,738,7.432387269,1
A,1209,Small,10/19/2019 10:49,8158,6.776513967,2
C,-1293,Small,10/19/2019 18:23,29264,3.903071144,2
C,-1293,Small,10/19/2019 18:23,52,5.653797547,1
C,-1293,Small,10/19/2019 18:24,33,13.2946771,3
A,1209,Small,10/19/2019 19:57,32892,5.570791619,1
A,1209,Small,10/19/2019 21:24,5202,5.95516016,2
C,-1293,Small,10/19/2019 23:49,19476,5.449449259,1
C,-1293,Small,10/19/2019 23:50,48,4.118291578,1
C,-1293,Small,10/19/2019 23:51,53,3.241302594,1
C,-1293,Small,10/20/2019 6:56,25483,4.751096362,1
C,-1293,Small,10/20/2019 6:57,59,4.978047355,1
