Bruh,HH_ID,Roll_ID,Roll_Type,Timestamp,Time_since_last_pull,Sheets,Time Rank
,A,1207,Small,9/29/2019 16:29,4582,2.722069434,85
,C,1712,Small,9/29/2019 17:27,8763,5.708125916,86
,A,1207,Small,9/29/2019 19:26,10611,6.589148764,87
,C,1712,Small,9/29/2019 20:24,10629,0.08644166,88
,C,1712,Small,9/29/2019 20:24,2,6.364317364,89
,C,1712,Small,9/29/2019 20:25,55,4.599116752,90
,C,1712,Small,9/29/2019 20:25,2,0.080939013,91
,A,1207,Small,9/29/2019 21:04,5885,5.39810014,92
,A,1207,Small,9/29/2019 21:06,127,2.726429948,93
,C,1712,Small,9/29/2019 21:07,2523,4.072613097,94
,C,1712,Small,9/29/2019 21:07,12,1.645443176,95
,A,1207,Small,9/29/2019 21:46,2406,3.289367794,96
,A,1207,Small,9/29/2019 21:49,179,4.181164065,97
,A,1207,Small,9/29/2019 22:14,1474,6.622681891,98
,C,1712,Small,9/29/2019 22:35,5290,4.524531126,99
,C,1712,Small,9/29/2019 22:38,133,3.573922985,100
,C,1712,Small,9/30/2019 3:45,18457,0.439987125,101
,C,1712,Small,9/30/2019 3:45,2,6.904879189,102
,C,1712,Small,9/30/2019 3:46,45,4.540322718,103
,A,1207,Small,9/30/2019 9:15,39710,7.14504197,104
,A,1207,Small,9/30/2019 9:15,2,1.649919832,105
,A,1207,Small,9/30/2019 9:16,17,2.620362347,106
,A,1207,Small,9/30/2019 9:17,61,2.596350798,107
,C,1712,Small,9/30/2019 10:11,23068,0.331326444,108
,C,1712,Small,9/30/2019 10:11,2,4.907850239,109
,A,1207,Small,9/30/2019 10:29,4331,0.430390677,110
,A,1207,Small,9/30/2019 14:00,12646,1.714892832,111
,A,1207,Small,9/30/2019 14:02,114,2.763939905,112
,A,1207,Small,9/30/2019 14:02,17,3.154144586,113
,A,1207,Small,9/30/2019 15:13,4246,3.632416709,114
,C,1712,Small,9/30/2019 17:10,25138,6.325817916,115
,C,1712,Small,9/30/2019 17:10,2,1.855695215,116
,A,1207,Small,9/30/2019 18:02,10181,1.643525172,117
,A,1207,Small,9/30/2019 20:53,10266,3.759778134,118
,A,1207,Small,9/30/2019 22:39,6313,3.106146582,119
,A,1207,Small,10/1/2019 3:04,15921,2.967804959,120
,A,1207,Small,10/1/2019 5:13,7742,4.284914631,121
,A,1207,Small,10/1/2019 5:13,2,0.096446472,122
,A,1207,Small,10/1/2019 5:13,3,3.72889678,123
,C,1717,Small,10/1/2019 10:03,9664,2.409660256,124
,C,1717,Small,10/1/2019 12:26,8542,3.328002463,125
,A,1207,Small,10/1/2019 13:43,30569,0.18951632,126
,A,1207,Small,10/1/2019 13:43,4,5.700146747,127
,A,1207,Small,10/1/2019 13:43,2,0.184263794,128
,C,1717,Small,10/1/2019 16:44,15475,5.662376508,129
,A,1207,Small,10/1/2019 18:28,17098,2.198159273,130
,A,1207,Small,10/1/2019 18:28,30,5.567441333,131
,A,1207,Small,10/1/2019 18:28,6,4.200224227,132
,A,1207,Small,10/1/2019 18:28,9,6.345558341,133
,C,1717,Small,10/1/2019 21:16,16338,5.143051471,134
,C,1717,Small,10/1/2019 21:24,512,4.328200792,135
,C,1717,Small,10/1/2019 21:26,111,6.735426626,136
,C,1717,Small,10/2/2019 2:36,18573,1.822927797,137
,C,1717,Small,10/2/2019 2:36,1,5.282585417,138
,A,1207,Small,10/2/2019 6:24,42918,8.017089313,139
,A,1207,Small,10/2/2019 6:24,26,0.551399129,140
,A,1207,Small,10/2/2019 6:24,2,5.552976871,141
,A,1207,Small,10/2/2019 6:25,72,3.213290778,142
,C,1717,Small,10/2/2019 8:20,20683,5.826155532,143
,C,1717,Small,10/2/2019 8:22,73,3.553811323,144
,A,1207,Small,10/2/2019 13:07,24080,3.424034141,145
,A,1207,Small,10/2/2019 13:17,598,-0.071892996,146
,A,1207,Small,10/2/2019 13:17,3,-0.504418198,147
,A,1207,Small,10/2/2019 13:17,1,0.504418198,148
,A,1207,Small,10/2/2019 13:17,3,1.145285526,149
,A,1207,Small,10/2/2019 13:17,1,0.497706637,150
,A,1207,Small,10/2/2019 13:17,3,0.070809141,151
,C,1717,Small,10/2/2019 13:48,19566,5.869659873,152
,A,1207,Small,10/2/2019 16:19,10927,3.830305215,153
,C,1717,Small,10/2/2019 16:29,9643,6.811621857,154
,C,1717,Small,10/2/2019 17:49,4825,2.154537546,155
,C,1717,Small,10/2/2019 17:49,9,5.254372013,156
,A,1207,Small,10/2/2019 20:23,14653,2.505799988,157
,A,1207,Small,10/2/2019 20:23,1,0.066932276,158
,A,1207,Small,10/2/2019 20:49,1523,0.267312238,159
,C,1717,Small,10/2/2019 22:29,16767,7.288059765,160
,C,1717,Small,10/3/2019 3:04,16548,0.833676484,161
,C,1717,Small,10/3/2019 3:04,2,4.145871593,162
,C,1717,Small,10/3/2019 3:05,17,2.606313509,163
,A,1207,Small,10/3/2019 4:13,26663,2.766509133,164
,A,1207,Small,10/3/2019 6:37,8618,3.008667689,165
,C,1717,Small,10/3/2019 7:11,14779,5.437785481,166
,C,1717,Small,10/3/2019 7:13,148,4.836979503,167
,C,1717,Small,10/3/2019 9:06,6737,3.194638566,168
,C,1717,Small,10/3/2019 9:06,10,3.828152025,169
,C,1717,Small,10/3/2019 10:03,3427,-0.131421628,170
,C,1717,Small,10/3/2019 10:04,47,1.443345141,171
,C,1717,Small,10/3/2019 10:04,22,0.130963074,172
,C,1717,Small,10/3/2019 10:05,29,2.089739795,173
,C,1717,Small,10/3/2019 10:05,19,3.373066219,174
,C,1717,Small,10/3/2019 13:22,11837,0.387386576,175
,C,1717,Small,10/3/2019 13:22,4,4.617874117,176
,C,1717,Small,10/3/2019 13:22,2,0.254964467,177
,C,1717,Small,10/3/2019 13:23,13,7.196391088,178
,C,1717,Small,10/3/2019 13:26,179,2.120071134,179
,C,1717,Small,10/3/2019 13:26,8,5.798676311,180
,C,1717,Small,10/3/2019 15:50,8631,10.4907281,181
,C,1717,Small,10/3/2019 15:52,129,4.951560112,182
,C,1717,Small,10/3/2019 15:53,52,5.453843785,183
,C,1717,Small,10/3/2019 17:02,4198,6.377972357,184
,C,1717,Small,10/3/2019 19:40,9468,4.475656043,185
,C,1717,Small,10/3/2019 19:40,6,6.153864564,186
,C,1717,Small,10/3/2019 21:13,5550,4.422613947,187
,C,1717,Small,10/3/2019 21:13,1,0.427722727,188
,C,1717,Small,10/3/2019 21:15,107,4.345701953,189
,A,1208,Small,10/3/2019 22:17,30088,2.104630042,190
,A,1208,Small,10/3/2019 22:22,301,0.484683375,191
,A,1208,Small,10/3/2019 23:52,5373,3.703441543,192
,A,1208,Small,10/3/2019 23:53,56,4.619991222,193
,A,1208,Small,10/3/2019 23:53,7,3.007881657,194
,A,1208,Small,10/3/2019 23:53,7,0.631320655,195
,C,1717,Small,10/4/2019 6:48,34409,3.654302236,196
,C,1717,Small,10/4/2019 8:38,6604,1.344306003,197
,C,1717,Small,10/4/2019 8:38,12,6.816625921,198
,A,1208,Small,10/4/2019 10:12,37153,5.18294566,199
,A,1208,Small,10/4/2019 13:08,10535,0.156350285,200
,A,1208,Small,10/4/2019 13:08,3,3.429159535,201
,A,1208,Small,10/4/2019 13:08,19,6.490550345,202
,A,1208,Small,10/4/2019 13:08,1,0.460796886,203
,A,1208,Small,10/4/2019 14:55,6405,2.451247008,204
,A,1208,Small,10/4/2019 14:55,5,0.152848601,205
,C,1717,Small,10/4/2019 18:26,35233,7.602921614,206
,A,1208,Small,10/4/2019 20:43,20904,2.439908221,207
,A,1208,Small,10/4/2019 20:43,2,0.760282766,208
,A,1208,Small,10/4/2019 21:03,1172,2.728388809,209
,C,1717,Small,10/4/2019 21:25,10742,5.942204923,210
,C,1717,Small,10/4/2019 23:09,6260,-0.09457057,211
,C,1717,Small,10/4/2019 23:09,2,5.047157088,212
,A,1208,Small,10/5/2019 0:38,12924,-0.453793517,213
,A,1208,Small,10/5/2019 0:38,2,8.110880696,214
,C,1717,Small,10/5/2019 6:19,25789,7.609517033,215
,A,1208,Small,10/5/2019 8:57,29924,7.989322228,216
,A,1208,Small,10/5/2019 8:57,1,0.586965987,217
,C,1717,Small,10/5/2019 10:18,14361,5.772556989,218
,A,1208,Small,10/5/2019 11:07,7764,4.817019654,219
,A,1208,Small,10/5/2019 11:07,31,3.474773307,220
,C,1717,Small,10/5/2019 12:52,9211,6.588000201,221
,C,1717,Small,10/5/2019 12:53,71,5.13592553,222
,A,1208,Small,10/5/2019 12:58,6664,7.872457767,223
,A,1208,Small,10/5/2019 14:27,5333,3.113674457,224
,A,1208,Small,10/5/2019 14:27,3,3.093498086,225
,C,1717,Small,10/5/2019 14:32,5970,5.280470385,226
,A,1208,Small,10/5/2019 15:08,2452,4.879891727,227
,A,1208,Small,10/5/2019 15:08,13,3.178980952,228
,A,1208,Small,10/5/2019 16:31,4962,0.137716323,229
,A,1208,Small,10/5/2019 16:31,3,6.286052316,230
,A,1208,Small,10/5/2019 16:31,27,2.570671365,231
,A,1208,Small,10/5/2019 16:35,201,6.028403308,232
,A,1208,Small,10/5/2019 16:35,20,4.498808349,233
,A,1208,Small,10/5/2019 16:35,10,3.799138069,234
,C,1717,Small,10/5/2019 17:12,9578,6.281978423,235
,A,1208,Small,10/5/2019 17:30,3264,-0.130421147,236
,A,1208,Small,10/5/2019 17:30,3,3.248022659,237
,A,1208,Small,10/5/2019 18:32,3756,7.43507264,238
,A,1208,Small,10/5/2019 18:32,3,1.267735592,239
,A,1208,Small,10/5/2019 18:33,19,1.76782646,240
,C,1717,Small,10/5/2019 18:34,4934,6.206100508,241
,C,1717,Small,10/5/2019 19:36,3676,3.80737752,242
,A,1208,Small,10/5/2019 20:33,7241,7.236810612,243
,A,1208,Small,10/5/2019 20:42,517,3.443441901,244
,A,1208,Small,10/5/2019 21:12,1837,4.01638456,245
,A,1208,Small,10/5/2019 21:13,50,4.807482314,246
,A,1208,Small,10/5/2019 21:54,2464,2.141606575,247
,A,1208,Small,10/5/2019 21:55,36,6.460111782,248
,A,1208,Small,10/5/2019 21:56,47,3.125180406,249
,A,1208,Small,10/5/2019 22:01,294,1.493877945,250
,A,1208,Small,10/5/2019 22:01,1,0.343740583,251
,C,1717,Small,10/5/2019 22:07,9067,5.118476631,252
,C,1717,Small,10/5/2019 22:07,2,1.289038334,253
,C,1717,Small,10/5/2019 22:23,990,3.273462132,254
,A,1208,Small,10/6/2019 2:21,15591,2.054564709,255
,C,1717,Small,10/6/2019 3:30,18386,5.689286007,256
,C,1717,Small,10/6/2019 3:30,2,0.519475606,257
,C,1717,Small,10/6/2019 8:04,16438,2.491051808,258
,C,1717,Small,10/6/2019 8:04,2,-0.111478785,259
,C,1717,Small,10/6/2019 8:04,2,0.111478785,260
,C,1717,Small,10/6/2019 8:04,4,0.111145292,261
,A,1208,Small,10/6/2019 9:00,23974,6.528386536,262
,A,1208,Small,10/6/2019 9:04,231,4.420629576,263
,A,1208,Small,10/6/2019 9:04,31,2.837642021,264
,A,1208,Small,10/6/2019 9:05,4,3.453797214,265
,A,1208,Small,10/6/2019 11:55,10244,6.151205117,266
,A,1208,Small,10/6/2019 12:04,530,3.333739468,267
,A,1208,Small,10/6/2019 12:04,5,5.731327997,268
,A,1208,Small,10/6/2019 12:16,719,4.510798361,269
,A,1208,Small,10/6/2019 12:21,282,17.38255085,270
,A,1208,Small,10/6/2019 12:29,469,4.802347588,271
,A,1208,Small,10/6/2019 12:29,2,1.959035759,272
,A,1208,Small,10/6/2019 12:29,12,3.77076725,273
,A,1208,Small,10/6/2019 12:29,3,2.585120893,274
,A,1208,Small,10/6/2019 12:40,644,2.884448531,275
,A,1208,Small,10/6/2019 12:40,5,7.563362163,276
,C,1710,Small,10/6/2019 13:04,3497,7.253367498,277
,C,1710,Small,10/6/2019 13:04,14,5.26548536,278
,C,1710,Small,10/6/2019 15:04,7192,6.00705079,279
,A,1208,Small,10/6/2019 15:30,10208,7.820853342,280
,A,1208,Small,10/6/2019 15:30,2,0.455994824,281
,A,1208,Small,10/6/2019 15:31,33,2.630059589,282
,A,1208,Small,10/6/2019 15:59,1703,5.249831063,283
,C,1710,Small,10/6/2019 16:50,6377,5.946855171,284
,A,1208,Small,10/6/2019 20:25,15949,6.393632873,285
,A,1208,Small,10/6/2019 20:28,212,2.99882112,286
,A,1208,Small,10/6/2019 20:28,1,0.654940846,287
,C,1710,Small,10/6/2019 20:35,13452,4.034217557,288
,A,1208,Small,10/6/2019 20:45,999,2.641674006,289
,A,1208,Small,10/7/2019 0:43,14268,4.650993278,290
,A,1208,Small,10/7/2019 0:43,18,3.377929461,291
,A,1208,Small,10/7/2019 0:44,37,2.176708449,292
,A,1208,Small,10/7/2019 0:44,3,-0.226292508,293
,A,1208,Small,10/7/2019 3:39,10543,0.056635657,294
,A,1208,Small,10/7/2019 3:39,5,1.123958933,295
,C,1710,Small,10/7/2019 3:58,26617,0.154599443,296
,C,1710,Small,10/7/2019 3:58,3,5.384717875,297
,C,1710,Small,10/7/2019 9:34,20177,6.999395424,298
,C,1710,Small,10/7/2019 11:27,6760,5.116772247,299
,C,1710,Small,10/7/2019 11:28,26,5.661718024,300
,C,1710,Small,10/7/2019 11:28,18,6.187654657,301
,C,1710,Small,10/7/2019 14:13,9880,5.390103965,302
,A,1202,Small,10/7/2019 15:44,10433,0.948231583,303
,A,1202,Small,10/7/2019 15:48,204,2.835690419,304
,A,1202,Small,10/7/2019 15:48,26,1.099120909,305
,C,1710,Small,10/7/2019 18:23,15011,5.762941877,306
,C,1710,Small,10/7/2019 18:48,1513,4.987860325,307
,A,1202,Small,10/7/2019 20:15,16018,10.72488924,308
,A,1202,Small,10/7/2019 20:15,1,0.461797367,309
,A,1202,Small,10/7/2019 20:27,691,8.702865681,310
,C,1710,Small,10/7/2019 20:58,7833,5.357571733,311
,A,1202,Small,10/8/2019 0:50,15798,3.021538309,312
,C,1710,Small,10/8/2019 4:22,26641,2.098260477,313
,C,1710,Small,10/8/2019 4:23,1,4.444940607,314
,A,1202,Small,10/8/2019 5:17,16043,0.150639205,315
,A,1202,Small,10/8/2019 5:17,3,7.033020013,316
,A,1202,Small,10/8/2019 5:17,3,1.780907586,317
,A,1202,Small,10/8/2019 8:21,11001,1.627225251,318
,C,1710,Small,10/8/2019 8:21,14319,5.905669108,319
,A,1202,Small,10/8/2019 8:21,45,3.972713057,320
,C,1710,Small,10/8/2019 11:43,12095,7.575548374,321
,A,1202,Small,10/8/2019 11:43,12102,1.609800203,322
,A,1202,Small,10/8/2019 11:44,26,2.913986578,323
,A,1202,Small,10/8/2019 11:46,140,4.483725846,324
,C,1710,Small,10/8/2019 12:26,2567,0.134089578,325
,A,1202,Small,10/8/2019 14:13,8829,6.295214891,326
,A,1202,Small,10/8/2019 14:13,14,4.949925413,327
,A,1202,Small,10/8/2019 14:14,12,4.341574139,328
,A,1202,Small,10/8/2019 14:21,441,5.129436921,329
,A,1202,Small,10/8/2019 14:21,27,1.651345269,330
,A,1202,Small,10/8/2019 14:21,2,0.274640597,331
,A,1202,Small,10/8/2019 14:22,14,0.137257769,332
,A,1202,Small,10/8/2019 14:22,4,1.777305937,333
,A,1202,Small,10/8/2019 14:22,2,1.226315587,334
,C,1710,Small,10/8/2019 15:07,9664,0.134047891,335
,C,1710,Small,10/8/2019 15:54,2827,5.062930015,336
,A,1202,Small,10/8/2019 17:06,9864,3.793610328,337
,A,1202,Small,10/8/2019 17:06,21,4.429083062,338
,D,2043,Small,10/8/2019 19:01,41708,0.622316324,339
,D,2043,Small,10/8/2019 19:01,2,-0.777999621,340
,D,2043,Small,10/8/2019 19:01,2,-0.467300013,341
,D,2043,Small,10/8/2019 19:01,11,1.245299635,342
,D,2043,Small,10/8/2019 19:10,530,-1.557041411,343
,A,1202,Small,10/8/2019 21:04,14258,5.703113348,344
,A,1202,Small,10/8/2019 21:04,14,2.364463766,345
,D,2043,Small,10/8/2019 21:05,6895,14.16753868,346
,D,2043,Small,10/8/2019 21:05,36,10.69242379,347
,D,2043,Small,10/8/2019 21:06,56,6.668085986,348
,A,1202,Small,10/8/2019 21:08,233,3.910758507,349
,A,1202,Small,10/8/2019 21:16,498,3.616191658,350
,C,1710,Small,10/8/2019 21:36,20531,6.700377015,351
,C,1710,Small,10/8/2019 21:45,560,3.503362306,352
,C,1710,Small,10/8/2019 23:22,5796,5.644068365,353
,C,1710,Small,10/8/2019 23:23,52,4.809474773,354
,A,1202,Small,10/9/2019 2:21,18266,2.818365751,355
,C,1710,Small,10/9/2019 4:53,19794,0.502758818,356
,C,1710,Small,10/9/2019 4:53,2,0.502091831,357
,C,1710,Small,10/9/2019 4:53,4,5.973076945,358
,D,2043,Small,10/9/2019 4:57,28260,0.441537622,359
,D,2043,Small,10/9/2019 4:57,9,1.615761404,360
,D,2043,Small,10/9/2019 4:58,15,2.049128429,361
,D,2043,Small,10/9/2019 4:58,1,0.438035938,362
,D,2043,Small,10/9/2019 6:31,5583,9.971276764,363
,D,2043,Small,10/9/2019 6:32,58,5.265168873,364
,D,2043,Small,10/9/2019 6:35,182,8.555811949,365
,D,2043,Small,10/9/2019 6:35,19,4.563897906,366
,D,2043,Small,10/9/2019 6:35,16,9.126445246,367
,D,2043,Small,10/9/2019 6:55,1202,10.38907847,368
,D,2043,Small,10/9/2019 6:56,12,10.64838686,369
,D,2043,Small,10/9/2019 6:56,11,10.49279543,370
,C,1710,Small,10/9/2019 7:04,7898,5.269321367,371
,C,1710,Small,10/9/2019 9:28,8592,6.149737165,372
,C,1710,Small,10/9/2019 9:28,31,3.566843088,373
,C,1710,Small,10/9/2019 10:31,3785,6.209732854,374
,C,1710,Small,10/9/2019 11:20,2946,5.294658803,375
,A,1202,Small,10/9/2019 11:40,33522,8.084160339,376
,A,1202,Small,10/9/2019 12:08,1724,2.987538954,377
,A,1202,Small,10/9/2019 13:09,3661,4.313786105,378
,A,1202,Small,10/9/2019 14:24,4471,3.535594642,379
,C,1710,Small,10/9/2019 15:25,14688,4.194737343,380
,A,1202,Small,10/9/2019 15:46,4938,6.847098083,381
,D,2043,Small,10/9/2019 16:09,33210,1.36905941,382
,D,2043,Small,10/9/2019 16:09,12,2.722986542,383
,D,2043,Small,10/9/2019 16:10,16,1.476761296,384
,C,1710,Small,10/9/2019 16:17,3146,2.578775595,385
,C,1710,Small,10/9/2019 16:18,8,6.077219283,386
,C,1710,Small,10/9/2019 16:18,30,5.30803215,387
,A,1202,Small,10/9/2019 16:35,2946,2.842469177,388
,D,2043,Small,10/9/2019 17:18,4113,8.134926672,389
,D,2043,Small,10/9/2019 17:18,3,5.830950334,390
,D,2043,Small,10/9/2019 17:19,38,12.15785646,391
,D,2043,Small,10/9/2019 17:19,21,10.93267492,392
,D,2043,Small,10/9/2019 17:47,1688,15.13088118,393
,A,1202,Small,10/9/2019 19:25,10164,3.985728231,394
,C,1710,Small,10/9/2019 19:57,13164,6.048714071,395
,A,1202,Small,10/9/2019 20:42,4644,4.28265463,396
,C,1710,Small,10/9/2019 21:13,4525,5.297202107,397
,C,1710,Small,10/9/2019 21:15,96,6.09318571,398
,A,1202,Small,10/9/2019 21:15,1974,3.657895382,399
,A,1202,Small,10/9/2019 21:15,6,3.278095788,400
,D,2043,Small,10/9/2019 21:42,14066,3.702433803,401
,D,2043,Small,10/9/2019 21:42,9,8.527483645,402
,D,2043,Small,10/9/2019 21:42,20,12.64564332,403
,D,2043,Small,10/9/2019 21:43,10,9.717607902,404
,D,2043,Small,10/9/2019 21:47,255,2.114118851,405
,C,1710,Small,10/9/2019 22:18,3826,5.45358599,406
,A,1202,Small,10/10/2019 0:16,10881,3.68760142,407
,A,1202,Small,10/10/2019 0:17,30,2.32301908,408
,A,1202,Small,10/10/2019 0:17,14,2.523165514,409
,A,1202,Small,10/10/2019 0:17,8,0.327482763,410
,A,1202,Small,10/10/2019 0:17,9,2.714432676,411
,A,1202,Small,10/10/2019 1:19,3674,2.259988764,412
,A,1202,Small,10/10/2019 1:19,2,0.535382926,413
,A,1202,Small,10/10/2019 1:19,28,1.812506533,414
,D,2043,Small,10/10/2019 4:20,23582,2.263199055,415
,D,2043,Small,10/10/2019 4:20,10,2.06409479,416
,D,2043,Small,10/10/2019 4:20,15,1.870993412,417
,D,2043,Small,10/10/2019 4:20,1,0.084565758,418
,A,1202,Small,10/10/2019 6:31,18714,6.715502034,419
,A,1202,Small,10/10/2019 6:36,321,-0.103616588,420
,A,1202,Small,10/10/2019 6:36,2,8.558473468,421
,A,1202,Small,10/10/2019 6:36,2,1.397815157,422
,A,1202,Small,10/10/2019 6:37,2,-0.897657507,423
,D,2043,Small,10/10/2019 6:41,8438,10.79675403,424
,D,2043,Small,10/10/2019 6:41,3,2.265025182,425
,D,2043,Small,10/10/2019 6:42,51,14.18107856,426
,D,2043,Small,10/10/2019 7:01,1159,0.692458892,427
,C,1710,Small,10/10/2019 7:51,34368,4.368229787,428
,C,1710,Small,10/10/2019 7:51,1,0.863516085,429
,C,1710,Small,10/10/2019 10:42,10247,2.380938937,430
,C,1710,Small,10/10/2019 10:42,3,2.916180211,431
,A,1202,Small,10/10/2019 11:06,16175,8.439591453,432
,A,1202,Small,10/10/2019 11:16,565,1.248926794,433
,A,1202,Small,10/10/2019 11:20,294,3.421798821,434
,A,1202,Small,10/10/2019 11:28,479,2.344463059,435
,C,1710,Small,10/10/2019 15:19,16606,2.04524389,436
,C,1710,Small,10/10/2019 15:32,821,4.573245478,437
,A,1202,Small,10/10/2019 17:24,21343,7.865982222,438
,A,1202,Small,10/10/2019 17:24,12,5.827583456,439
,C,1710,Small,10/10/2019 18:16,9796,4.115341568,440
,A,1202,Small,10/10/2019 19:00,5750,5.81425221,441
,A,1202,Small,10/10/2019 20:01,3621,6.916183549,442
,D,2043,Small,10/10/2019 20:16,47705,2.390777831,443
,D,2043,Small,10/10/2019 20:16,12,0.067557577,444
,A,1202,Small,10/10/2019 20:35,2044,7.620598441,445
,C,1710,Small,10/10/2019 21:23,11217,4.113699194,446
,C,1710,Small,10/10/2019 21:23,1,0.086525034,447
,C,1710,Small,10/11/2019 4:14,24699,4.10417803,448
,A,1202,Small,10/11/2019 5:26,31866,4.813253745,449
,A,1202,Small,10/11/2019 5:26,1,1.396064729,450
,A,1202,Small,10/11/2019 5:26,11,3.459868126,451
,A,1202,Small,10/11/2019 6:19,3184,7.898558627,452
,A,1202,Small,10/11/2019 7:00,2437,-0.066306976,453
,C,1710,Small,10/11/2019 8:14,14393,5.486419361,454
,C,1710,Small,10/11/2019 11:16,10884,3.236726802,455
